address,c_b_no,Borough,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
11 EAST 75 STREET,108,MANHATTAN,40.774313,-73.965134,1,range_interpolation,11,E 75th St,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
11 ESSEX STREET,103,MANHATTAN,40.715088,-73.9902,1,range_interpolation,11,Essex St,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
11 LEWIS AVENUE,303,BROOKLYN,40.714313,-73.979878,0.95,range_interpolation,11,Lewis St,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
11 OCEAN PARKWAY,307,BROOKLYN,40.650932,-73.973377,0.9,range_interpolation,11,Ocean Pkwy,,,Brooklyn,NY,Kings County,11218,US,TIGER/Line® dataset from the US Census Bureau
11 VAN BUREN STREET,303,BROOKLYN,40.690029,-73.944944,0.9,range_interpolation,11,Van Buren St,,,Brooklyn,NY,Kings County,11221,US,TIGER/Line® dataset from the US Census Bureau
11 WEIRFIELD STREET,304,BROOKLYN,40.68643,-73.915855,0.9,rooftop,11,Weirfield St,,,Brooklyn,NY,Kings County,11221,US,City of New York
11 WEIRFIELD STREET,304,BROOKLYN,40.68643,-73.915855,0.9,rooftop,11,Weirfield St,,,Brooklyn,NY,Kings County,11221,US,City of New York
11 WEST END AVENUE,315,BROOKLYN,40.771759,-73.990544,1,range_interpolation,11,W End Ave,,,New York,NY,New York County,10023,US,TIGER/Line® dataset from the US Census Bureau
11-10 154 STREET,407,QUEENS,40.828611,-73.938299,0.6,street_center,,W 154th St,,,New York,NY,New York County,10039,US,TIGER/Line® dataset from the US Census Bureau
11-11 BROADWAY,401,QUEENS,40.705368,-74.01385,0.9,nearest_rooftop_match,11,Broadway,,,New York,NY,New York County,10004,US,City of New York
11-12 154 STREET,407,QUEENS,40.828611,-73.938299,0.6,street_center,,W 154th St,,,New York,NY,New York County,10039,US,TIGER/Line® dataset from the US Census Bureau
11-24 31 DRIVE,401,QUEENS,40.768418,-73.935766,0.8,range_interpolation,11,31st Dr,,,Astoria,NY,Queens County,11106,US,TIGER/Line® dataset from the US Census Bureau
11-24 31 DRIVE,401,QUEENS,40.768418,-73.935766,0.8,range_interpolation,11,31st Dr,,,Astoria,NY,Queens County,11106,US,TIGER/Line® dataset from the US Census Bureau
11-27 FOAM PLACE,414,QUEENS,40.605176,-73.751769,0.8,range_interpolation,11,Foam Pl,,,Far Rockaway,NY,Queens County,11691,US,TIGER/Line® dataset from the US Census Bureau
11-32 31 AVENUE,401,QUEENS,40.746884,-73.986263,0.8,range_interpolation,11,W 31st St,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
11-36 45 ROAD,402,QUEENS,40.754947,-73.978696,0.6,nearest_rooftop_match,10,E 45th St,,,New York,NY,New York County,10017,US,City of New York
11-36 45 ROAD,402,QUEENS,40.754947,-73.978696,0.6,nearest_rooftop_match,10,E 45th St,,,New York,NY,New York County,10017,US,City of New York
11-51 47 AVENUE,402,QUEENS,40.757132,-73.979433,0.8,nearest_rooftop_match,11,W 47th St,,,New York,NY,New York County,10036,US,City of New York
11-52 44 DRIVE,402,QUEENS,40.748351,-73.949471,0.8,range_interpolation,11,44th Dr,,,Long Island City,NY,Queens County,11101,US,TIGER/Line® dataset from the US Census Bureau
110 BOERUM PLACE,302,BROOKLYN,40.68825,-73.991427,0.9,range_interpolation,110,Boerum Pl,,,Brooklyn,NY,Kings County,11201,US,TIGER/Line® dataset from the US Census Bureau
110 EAST GUN HILL ROAD,207,BRONX,40.881307,-73.879323,0.9,range_interpolation,110,E Gun Hill Rd,,,Bronx,NY,Bronx County,10467,US,TIGER/Line® dataset from the US Census Bureau
110 NORTH    1 STREET,301,BROOKLYN,40.722687,-73.986795,0.9,rooftop,110,E 1st St,,,New York,NY,New York County,10009,US,City of New York
110 THATFORD AVENUE,316,BROOKLYN,40.725492,-73.98375,0.88,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
110-06 QUEENS BOULEVARD,406,QUEENS,40.720019,-73.840747,0.8,range_interpolation,110,Queens Blvd,,,Forest Hills,NY,Queens County,11375,US,TIGER/Line® dataset from the US Census Bureau
110-12 101 AVENUE,NA,QUEENS,40.795463,-73.963805,0.8,range_interpolation,110,W 101st St,,,New York,NY,New York County,10025,US,TIGER/Line® dataset from the US Census Bureau
110-27 SUTPHIN BOULEVARD,412,QUEENS,40.689213,-73.795863,0.9,rooftop,110-27,Sutphin Blvd,,,Jamaica,NY,Queens County,11435,US,City of New York
1100 LEGGETT AVENUE,202,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1100 LEGGETT AVENUE,202,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1102 BANNER AVENUE,315,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1103 AVENUE N,314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1104 SURF AVENUE,313,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1104 UNIVERSITY AVENUE,204,BRONX,40.835869,-73.929351,0.9,range_interpolation,1104,University Ave,,,Bronx,NY,Bronx County,10452,US,TIGER/Line® dataset from the US Census Bureau
1106 SURF AVENUE,313,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1108 SURF AVENUE,313,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
111 EAST 79 STREET,108,MANHATTAN,40.77553,-73.960004,1,range_interpolation,111,E 79th St,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
111 WILLOUGHBY STREET,302,BROOKLYN,40.692279,-73.984718,0.9,range_interpolation,111,Willoughby St,,,Brooklyn,NY,Kings County,11201,US,TIGER/Line® dataset from the US Census Bureau
111 WILLOUGHBY STREET,302,BROOKLYN,40.692279,-73.984718,0.9,range_interpolation,111,Willoughby St,,,Brooklyn,NY,Kings County,11201,US,TIGER/Line® dataset from the US Census Bureau
1110 CASTLETON AVENUE,501,STATEN ISLAND,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1110 CASTLETON AVENUE,501,STATEN ISLAND,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1110 CASTLETON AVENUE,501,STATEN ISLAND,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1110 SURF AVENUE,313,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1111 DECATUR STREET,304,BROOKLYN,40.687288,-73.90921,0.9,rooftop,1111,Decatur St,,,Brooklyn,NY,Kings County,11207,US,City of New York
1112 38 STREET,312,BROOKLYN,40.74772,-73.974826,0.6,street_center,,E 38th St,,,New York,NY,New York County,10016,US,TIGER/Line® dataset from the US Census Bureau
1113 LEXINGTON AVENUE,108,MANHATTAN,40.77394,-73.959521,1,range_interpolation,1113,Lexington Ave,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
1115 DECATUR STREET,304,BROOKLYN,40.687314,-73.909187,0.9,rooftop,1115,Decatur St,,,Brooklyn,NY,Kings County,11207,US,City of New York
1117 HOE AVENUE,202,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1118 FULTON STREET,303,BROOKLYN,40.681508,-73.956856,0.9,nearest_rooftop_match,1119,Fulton St,,,Brooklyn,NY,Kings County,11238,US,City of New York
1118 FULTON STREET,303,BROOKLYN,40.681508,-73.956856,0.9,nearest_rooftop_match,1119,Fulton St,,,Brooklyn,NY,Kings County,11238,US,City of New York
112 COOPER STREET,304,BROOKLYN,40.868735,-73.921573,1,range_interpolation,112,Cooper St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
112 COOPER STREET,304,BROOKLYN,40.868735,-73.921573,1,range_interpolation,112,Cooper St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
112 EAST 11 STREET,103,MANHATTAN,40.731526,-73.989481,1,rooftop,112,E 11th St,,,New York,NY,New York County,10003,US,City of New York
112 SCHAEFER STREET,304,BROOKLYN,40.687521,-73.909815,0.9,range_interpolation,112,Schaefer St,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
112 SEAMAN AVENUE,112,MANHATTAN,40.868623,-73.924038,1,range_interpolation,112,Seaman Ave,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
112-02 14 ROAD,407,QUEENS,40.784591,-73.854106,0.8,range_interpolation,112,14th Rd,,,College Point,NY,Queens County,11356,US,TIGER/Line® dataset from the US Census Bureau
112-02 14 ROAD,407,QUEENS,40.784591,-73.854106,0.8,range_interpolation,112,14th Rd,,,College Point,NY,Queens County,11356,US,TIGER/Line® dataset from the US Census Bureau
112-07 198 STREET,412,QUEENS,40.700891,-73.757072,0.8,range_interpolation,112,198th St,,,Saint Albans,NY,Queens County,11412,US,TIGER/Line® dataset from the US Census Bureau
1120 NELSON AVENUE,204,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1120 ST JOHNS PLACE,308,BROOKLYN,40.670982,-73.941105,0.9,rooftop,1120,St Johns Pl,,,Brooklyn,NY,Kings County,11213,US,City of New York
1127 LONGWOOD AVENUE,202,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1128 ST JOHNS PLACE,308,BROOKLYN,40.671264,-73.940721,0.9,nearest_rooftop_match,1129,St Johns Pl,,,Brooklyn,NY,Kings County,11213,US,City of New York
113 EAST  184 STREET,205,BRONX,40.851486,-73.932827,0.6,street_center,,W 184th St,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
113 EAST  184 STREET,205,BRONX,40.851486,-73.932827,0.6,street_center,,W 184th St,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
113 EAST 55 STREET,105,MANHATTAN,40.760185,-73.971164,1,range_interpolation,113,E 55th St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
113 EAST 79 STREET,108,MANHATTAN,40.775481,-73.959916,1,range_interpolation,113,E 79th St,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
113-06 101 AVENUE,409,QUEENS,40.789425,-73.949736,0.8,nearest_rooftop_match,112,E 101st St,,,New York,NY,New York County,10029,US,City of New York
1131 EAST  211 STREET,212,BRONX,40.867437,-73.91749,0.6,street_center,,W 211th St,,,New York,NY,New York County,10034,US,TIGER/Line® dataset from the US Census Bureau
1131 WILLOUGHBY AVENUE,304,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1133 58 STREET,312,BROOKLYN,40.767384,-73.981892,0.6,street_center,,W 58th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
1135 TELLER AVENUE,204,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
114 15 STREET,307,BROOKLYN,40.73817,-73.996873,0.9,range_interpolation,114,W 15th St,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
114 EAST  198 STREET,207,BRONX,40.870761,-73.891729,0.9,range_interpolation,114,E 198th St,,,Bronx,NY,Bronx County,10468,US,TIGER/Line® dataset from the US Census Bureau
114 EAST 198 STREET,207,BRONX,40.870761,-73.891729,0.9,range_interpolation,114,E 198th St,,,Bronx,NY,Bronx County,10468,US,TIGER/Line® dataset from the US Census Bureau
114 WAVERLY AVENUE,302,BROOKLYN,40.73245,-73.99932,0.95,rooftop,114,Waverly Pl,,,New York,NY,New York County,10011,US,City of New York
114 WEST 125 STREET,110,MANHATTAN,40.808012,-73.94645,1,rooftop,114,W 125th St,,,New York,NY,New York County,10027,US,City of New York
1140 2 AVENUE,108,MANHATTAN,40.761259,-73.963641,1,rooftop,1140,2nd Ave,,,New York,NY,New York County,10065,US,City of New York
1140 WHEELER AVENUE,209,BRONX,40.690849,-74.019927,0.7,street_center,,Wheeler Ave,,,New York,NY,New York County,10004,US,TIGER/Line® dataset from the US Census Bureau
1146 47 STREET,312,BROOKLYN,40.75943,-73.984729,0.6,street_center,,W 47th St,,,New York,NY,New York County,10036,US,TIGER/Line® dataset from the US Census Bureau
1148 WASHINGTON AVENUE,203,BRONX,40.661464,-73.960591,0.9,range_interpolation,1148,Washington Ave,,,Brooklyn,NY,Kings County,11225,US,TIGER/Line® dataset from the US Census Bureau
115 EAST 55 STREET,105,MANHATTAN,40.760074,-73.970874,1,rooftop,115,E 55th St,,,New York,NY,New York County,10022,US,City of New York
115 EAST 79 STREET,108,MANHATTAN,40.775432,-73.959829,1,range_interpolation,115,E 79th St,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
115 STANWIX STREET,304,BROOKLYN,40.702095,-73.935352,0.9,rooftop,115,Stanwix St,,,Brooklyn,NY,Kings County,11206,US,City of New York
115 WEST  190 STREET,207,BRONX,40.85546,-73.931242,0.7,street_center,,W 190th St,,,New York,NY,New York County,10040,US,TIGER/Line® dataset from the US Census Bureau
115 WEST 180 STREET,205,BRONX,40.849212,-73.935895,0.7,street_center,,W 180th St,,,New York,NY,New York County,10033,US,TIGER/Line® dataset from the US Census Bureau
115 WEST 95 STREET,107,MANHATTAN,40.792529,-73.968325,1,range_interpolation,115,W 95th St,,,New York,NY,New York County,10025,US,TIGER/Line® dataset from the US Census Bureau
115-36 159 STREET,412,QUEENS,40.835142,-73.935715,0.7,range_interpolation,115,W 159th St,,,New York,NY,New York County,10039,US,TIGER/Line® dataset from the US Census Bureau
1152 2 AVENUE,108,MANHATTAN,40.761549,-73.963436,1,rooftop,1152,2nd Ave,,,New York,NY,New York County,10065,US,City of New York
1158 MCDONALD AVENUE,312,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
116 10 AVENUE,104,MANHATTAN,40.744071,-74.006634,1,range_interpolation,116,10th Ave,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
116 15 STREET,307,BROOKLYN,40.738207,-73.996939,0.9,range_interpolation,116,W 15th St,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
116 HOPE STREET,301,BROOKLYN,40.71219,-73.953578,0.9,range_interpolation,116,Hope St,,,Brooklyn,NY,Kings County,11211,US,TIGER/Line® dataset from the US Census Bureau
116 NEW JERSEY AVENUE,305,BROOKLYN,40.677139,-73.896022,0.9,range_interpolation,116,New Jersey Ave,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
116 WAVERLY AVENUE,302,BROOKLYN,40.732484,-73.99939,0.95,rooftop,116,Waverly Pl,,,New York,NY,New York County,10011,US,City of New York
116-10 155 STREET,412,QUEENS,40.828147,-73.935555,0.7,nearest_rooftop_match,216,W 155th St,,,New York,NY,New York County,10039,US,City of New York
116-13 SUTPHIN BOULEVARD,412,QUEENS,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
116-28 125 STREET,410,QUEENS,40.805704,-73.941006,0.8,nearest_rooftop_match,28,E 125th St,,,New York,NY,New York County,10035,US,City of New York
1162 BROADWAY,105,MANHATTAN,40.744679,-73.988697,1,range_interpolation,1162,Broadway,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1163 RIVER AVENUE,204,BRONX,40.834705,-73.922137,0.9,range_interpolation,1163,River Ave,,,Bronx,NY,Bronx County,10452,US,TIGER/Line® dataset from the US Census Bureau
117 EAST 55 STREET,105,MANHATTAN,40.760099,-73.971011,1,range_interpolation,117,E 55th St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
117 EAST 79 STREET,108,MANHATTAN,40.775383,-73.959741,1,range_interpolation,117,E 79th St,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
117-03 CURZON ROAD,409,QUEENS,40.705193,-73.834425,0.8,range_interpolation,117,Curzon Rd,,,Richmond Hill,NY,Queens County,11418,US,TIGER/Line® dataset from the US Census Bureau
1175 RIVER AVENUE,204,BRONX,40.835065,-73.921974,0.9,range_interpolation,1175,River Ave,,,Bronx,NY,Bronx County,10452,US,TIGER/Line® dataset from the US Census Bureau
118 10 AVENUE,104,MANHATTAN,40.744155,-74.006587,1,range_interpolation,118,10th Ave,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
118 15 STREET,307,BROOKLYN,40.734671,-73.988588,0.9,rooftop,118,E 15th St,,,New York,NY,New York County,10003,US,City of New York
118 NEW JERSEY AVENUE,305,BROOKLYN,40.677058,-73.896026,0.9,nearest_rooftop_match,117,New Jersey Ave,,,Brooklyn,NY,Kings County,11207,US,City of New York
118 WAVERLY AVENUE,302,BROOKLYN,40.732517,-73.999458,0.95,rooftop,118,Waverly Pl,,,New York,NY,New York County,10011,US,City of New York
1180 FULTON AVENUE,203,BRONX,40.829785,-73.905352,0.9,range_interpolation,1180,Fulton Ave,,,Bronx,NY,Bronx County,10456,US,TIGER/Line® dataset from the US Census Bureau
119 RYERSON STREET,302,BROOKLYN,40.694279,-73.9653,0.9,nearest_rooftop_match,118,Ryerson St,,,Brooklyn,NY,Kings County,11205,US,City of New York
119 UNDERHILL AVENUE,308,BROOKLYN,40.725492,-73.98375,0.77,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
1193 FULTON AVENUE,203,BRONX,40.830059,-73.905212,0.9,range_interpolation,1193,Fulton Ave,,,Bronx,NY,Bronx County,10456,US,TIGER/Line® dataset from the US Census Bureau
1196 BEDFORD AVENUE,NA,BROOKLYN,40.683225,-73.954052,0.9,range_interpolation,1196,Bedford Ave,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
1198 BEDFORD AVENUE,303,BROOKLYN,40.683158,-73.954042,0.9,range_interpolation,1198,Bedford Ave,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau
12 AVENUE B,103,MANHATTAN,40.721932,-73.98375,1,range_interpolation,12,Ave B,,,New York,NY,New York County,10009,US,TIGER/Line® dataset from the US Census Bureau
12 BERRY STREET,301,BROOKLYN,40.688255,-74.013874,0.95,rooftop,12,Barry Rd,,,New York,NY,New York County,10004,US,City of New York
12 WEST   45 STREET,105,MANHATTAN,40.755415,-73.979811,1,range_interpolation,12,W 45th St,,,New York,NY,New York County,10036,US,TIGER/Line® dataset from the US Census Bureau
12-16 30 AVENUE,401,QUEENS,40.74541,-73.985458,0.8,nearest_rooftop_match,16,E 30th St,,,New York,NY,New York County,10016,US,City of New York
12-16 30 AVENUE,401,QUEENS,40.74541,-73.985458,0.8,nearest_rooftop_match,16,E 30th St,,,New York,NY,New York County,10016,US,City of New York
12-18 38 AVENUE,401,QUEENS,40.750378,-73.981657,0.8,nearest_rooftop_match,18,E 38th St,,,New York,NY,New York County,10016,US,City of New York
12-19 31 DRIVE,401,QUEENS,40.767648,-73.934188,0.8,range_interpolation,12,31st Dr,,,Astoria,NY,Queens County,11106,US,TIGER/Line® dataset from the US Census Bureau
12-19 31 DRIVE,401,QUEENS,40.767648,-73.934188,0.8,range_interpolation,12,31st Dr,,,Astoria,NY,Queens County,11106,US,TIGER/Line® dataset from the US Census Bureau
12-22 ASTORIA BOULEVARD,401,QUEENS,40.73006,-73.992049,0.9,nearest_rooftop_match,13,Astor Pl,,,New York,NY,New York County,10003,US,City of New York
12-63 REDFERN AVENUE,414,QUEENS,40.725492,-73.98375,0.82,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
