"job__","issued_date","expired_date","address","Borough","LOT","Bin","Block","c_b_no","LATITUDE","LONGITUDE","CENSUS_TRACT","geometry","name"
"Q00716344-I1",2022-04-14 12:00:00,2023-04-01 12:00:00,"98-87 QUEENS BOULEVARD","QUEENS",1,4050525,2105,406,0,0,0,list(),NA
"B00735504-I1",2022-05-18 12:00:00,2023-03-02 12:00:00,"194 30 STREET","BROOKLYN",18,3009936,673,307,0,0,0,list(),NA
"B00614897-I1",2021-12-02 12:00:00,2022-04-01 12:00:00,"524 VERMONT STREET","BROOKLYN",28,3259464,3807,305,0,0,0,list(),NA
"B00628895-I1",2021-11-15 12:00:00,2022-11-15 05:00:00,"624 AVENUE H","BROOKLYN",9,3170462,6509,314,0,0,0,list(),NA
"Q00648125-I1",2021-12-15 12:00:00,2022-07-07 12:00:00,"31-20 30 STREET","QUEENS",49,4007488,588,401,0,0,0,list(),NA
"B00849841-I1",2024-04-19 12:00:00,2024-08-10 12:00:00,"85 GATEWAY DRIVE","BROOKLYN",231,3426078,4452,305,0,0,0,list(),NA
"B08000920-I1",2022-09-12 12:00:00,2023-07-07 04:00:00,"65 STANHOPE STREET","BROOKLYN",66,3074088,3254,304,0,0,0,list(),NA
"B00730456-I1",2022-05-06 12:00:00,2023-05-06 04:00:00,"144 NOLL STREET","BROOKLYN",23,3071918,3154,304,0,0,0,list(),NA
"B00636887-I1",2023-03-17 12:00:00,2024-03-17 04:00:00,"807 WASHINGTON AVENUE","BROOKLYN",5,3029644,1180,308,0,0,0,list(),NA
"B01037221-I1",2024-04-19 12:00:00,2025-04-01 12:00:00,"548 UTICA AVENUE","BROOKLYN",1,3429452,4603,309,0,0,0,list(),NA
"B00849916-I1",2024-04-19 12:00:00,2024-08-10 12:00:00,"77 GATEWAY DRIVE","BROOKLYN",236,3426077,4452,305,0,0,0,list(),NA
"Q00487499-I1",2021-03-18 12:00:00,2021-12-31 05:00:00,"143-58 38 AVENUE","QUEENS",31,4113643,5022,407,0,0,0,list(),NA
"B00014293-I1",2018-03-29 12:00:00,2018-04-20 12:00:00,"2926 BRIGHTON 5 STREET","BROOKLYN",436,3244409,8664,313,0,0,0,list(),NA
"M00178619-I1",2019-06-19 12:00:00,2020-08-06 12:00:00,"461 WEST 125 STREET","MANHATTAN",141,1814098,1966,109,0,0,0,list(),NA
"B00413102-I1",2021-04-29 12:00:00,2022-04-29 04:00:00,"4308 4 AVENUE","BROOKLYN",36,3426350,728,307,0,0,0,list(),NA
"X08014395-I1",2023-09-28 12:00:00,2024-01-06 05:00:00,"2081 ANTHONY AVENUE","BRONX",127,2013686,3156,205,0,0,0,list(),NA
"M00069595-I1",2018-12-19 12:00:00,2019-12-19 12:00:00,"1522 1 AVENUE","MANHATTAN",50,1050357,1559,108,0,0,0,list(),NA
"B00417358-I1",2020-12-01 12:00:00,2021-12-01 05:00:00,"167 MALCOLM X BOULEVARD","BROOKLYN",6,3044977,1642,303,0,0,0,list(),NA
"Q00654788-I1",2023-02-14 12:00:00,2024-02-14 05:00:00,"106-29 GUY R BREWER BOULEVARD","QUEENS",56,4623161,10161,412,0,0,0,list(),NA
"B00849788-I1",2023-04-12 12:00:00,2024-04-12 04:00:00,"87 GATEWAY DRIVE","BROOKLYN",230,3426076,4452,305,0,0,0,list(),NA
"B00661277-I1",2022-01-14 12:00:00,2023-01-14 05:00:00,"2041 53 STREET","BROOKLYN",46,3858444,5476,312,0,0,0,list(),NA
"M00682316-I1",2023-02-13 12:00:00,2024-02-13 05:00:00,"181 EAST 121 STREET","MANHATTAN",36,1091722,1770,111,0,0,0,list(),NA
"Q00026439-I1",2018-03-13 12:00:00,2019-03-13 12:00:00,"5-29 47 ROAD","QUEENS",13,4804650,29,402,0,0,0,list(),NA
"Q00875342-I1",2023-06-28 12:00:00,2024-06-28 04:00:00,"85-12 57 AVENUE","QUEENS",2,4607369,2882,404,0,0,0,list(),NA
"M00178425-I1",2019-12-17 12:00:00,2020-09-30 12:00:00,"137 VARICK STREET","MANHATTAN",70,1009745,579,102,0,0,0,list(),NA
"Q00006106-I1",2018-01-16 12:00:00,2019-01-16 12:00:00,"132-32 41 AVENUE","QUEENS",18,4114174,5039,407,0,0,0,list(),NA
"B00110993-I1",2018-12-19 12:00:00,2019-12-19 12:00:00,"6317 FORT HAMILTON PARKWAY","BROOKLYN",45,3426057,5736,310,0,0,0,list(),NA
"X00220754-I1",2019-09-18 12:00:00,2020-12-31 12:00:00,"94 EAST 208 STREET","BRONX",34,2017730,3326,207,0,0,0,list(),NA
"Q08051398-I1",2023-12-07 12:00:00,2024-11-06 12:00:00,"108-15 72 AVENUE","QUEENS",19,4623083,3257,406,0,0,0,list(),NA
"B00071959-I1",2018-12-26 12:00:00,2019-12-26 12:00:00,"1654 BUSHWICK AVENUE","BROOKLYN",60,3326554,3476,305,0,0,0,list(),NA
"M00679348-I1",2023-01-12 12:00:00,2024-01-12 05:00:00,"699 EAST    6 STREET","MANHATTAN",1,1813028,376,103,0,0,0,list(),NA
"X00329380-I1",2020-10-13 12:00:00,2021-10-13 04:00:00,"1163 RIVER AVENUE","BRONX",73,2117448,2496,204,0,0,0,list(),NA
"M00733948-I1",2023-05-08 12:00:00,2024-05-08 04:00:00,"76 WEST  105 STREET","MANHATTAN",61,1806993,1840,107,0,0,0,list(),NA
"B08024730-I1",2022-10-21 12:00:00,2023-10-21 04:00:00,"201 25 STREET","BROOKLYN",7,3429685,652,307,0,0,0,list(),NA
"M00582244-I1",2022-08-18 12:00:00,2023-06-27 04:00:00,"686 LEXINGTON AVENUE","MANHATTAN",17,1036874,1311,105,0,0,0,list(),NA
"M00832667-I1",2023-02-28 12:00:00,2023-12-31 05:00:00,"150 EAST 91 STREET","MANHATTAN",50,1048273,1519,108,0,0,0,list(),NA
"B00589421-I1",2022-09-08 12:00:00,2023-09-08 04:00:00,"813 KINGS HIGHWAY","BROOKLYN",14,3177549,6665,315,0,0,0,list(),NA
"Q00934967-I1",2023-10-10 12:00:00,2024-09-30 12:00:00,"134-11 FRANKLIN AVENUE","QUEENS",55,4624972,5122,NA,0,0,0,list(),NA
"B07993829-I1",2022-08-29 12:00:00,2023-08-29 04:00:00,"408 LEFFERTS AVENUE","BROOKLYN",5,3429080,1331,309,0,0,0,list(),NA
"M00284957-I1",2021-09-21 12:00:00,2022-09-21 04:00:00,"304 EAST 50 STREET","MANHATTAN",51,1080460,1342,106,0,0,0,list(),NA
"X00561616-I1",2021-07-26 12:00:00,2022-07-26 04:00:00,"1701 CLAY AVENUE","BRONX",49,2007324,2790,204,0,0,0,list(),NA
"X00310294-I1",2020-03-30 12:00:00,2020-08-06 12:00:00,"423 WESTCHESTER AVENUE","BRONX",26,2819114,2362,201,0,0,0,list(),NA
"B00767463-I1",2023-08-04 12:00:00,2024-08-04 04:00:00,"1532 45 STREET","BROOKLYN",19,3128418,5433,312,0,0,0,list(),NA
"B00366559-I1",2021-01-19 12:00:00,2022-01-19 05:00:00,"1115 DECATUR STREET","BROOKLYN",65,3836268,3428,304,0,0,0,list(),NA
"M00263696-I1",2019-11-19 12:00:00,2021-01-31 12:00:00,"252 EAST 72 STREET","MANHATTAN",27,1043947,1426,108,0,0,0,list(),NA
"X00894893-I1",2023-06-26 12:00:00,2024-01-12 05:00:00,"3802 WHITE PLAINS ROAD","BRONX",48,2818411,4667,212,0,0,0,list(),NA
"S08046819-I1",2022-12-02 12:00:00,2023-09-15 04:00:00,"2175 RICHMOND AVENUE","STATEN ISLAND",12,5175055,2361,502,0,0,0,list(),NA
"Q08054291-I1",2022-12-29 12:00:00,2023-12-29 05:00:00,"36-22 31 STREET","QUEENS",40,4007871,599,401,0,0,0,list(),NA
"B00304836-I1",2020-01-31 12:00:00,2020-08-06 12:00:00,"2384 ATLANTIC AVENUE","BROOKLYN",1,3038665,1437,316,0,0,0,list(),NA
"B00899367-I1",2023-08-31 12:00:00,2024-01-06 05:00:00,"65 4 AVENUE","BROOKLYN",7,3259540,932,306,0,0,0,list(),NA
"M00166212-I1",2020-04-01 12:00:00,2021-04-01 04:00:00,"622 WEST 51 STREET","MANHATTAN",48,1806584,1098,104,0,0,0,list(),NA
"Q00494353-I1",2021-03-29 12:00:00,2022-03-29 04:00:00,"30-43 31 STREET","QUEENS",18,4624081,615,401,0,0,0,list(),NA
"Q00824866-I1",2023-07-12 12:00:00,2024-06-27 04:00:00,"37-34 33 STREET","QUEENS",33,4624459,374,401,0,0,0,list(),NA
"X00612880-I1",2021-10-27 12:00:00,2022-10-27 04:00:00,"2061 CROTONA AVENUE","BRONX",99,2803600,3080,206,0,0,0,list(),NA
"X00938173-I1",2023-09-27 12:00:00,2024-06-01 04:00:00,"773 EAST  183 STREET","BRONX",41,2092338,3114,NA,0,0,0,list(),NA
"B00773291-I1",2022-07-27 12:00:00,2023-07-27 04:00:00,"110 NORTH    1 STREET","BROOKLYN",19,3062592,2379,301,0,0,0,list(),NA
"M00069598-I1",2018-12-19 12:00:00,2019-12-19 12:00:00,"1520 1 AVENUE","MANHATTAN",4,1050347,1559,108,0,0,0,list(),NA
"B00047401-I1",2018-05-25 12:00:00,2019-04-01 12:00:00,"703 PROSPECT PLACE","BROOKLYN",25,3824800,1225,308,0,0,0,list(),NA
"B00894811-I1",2024-01-10 12:00:00,2024-11-19 12:00:00,"150 NOLL STREET","BROOKLYN",26,3387637,3154,304,0,0,0,list(),NA
"B00930817-I1",2023-09-20 12:00:00,2024-01-06 05:00:00,"5 NEW MONTROSE AVENUE","BROOKLYN",44,3063630,2465,NA,0,0,0,list(),NA
"M00170228-I1",2019-05-28 12:00:00,2020-02-01 12:00:00,"322 EAST 100 STREET","MANHATTAN",39,1052643,1671,111,0,0,0,list(),NA
"M00163564-I1",2019-09-20 12:00:00,2020-09-20 12:00:00,"1649 1 AVENUE","MANHATTAN",23,1050022,1548,108,0,0,0,list(),NA
"B00526474-I1",2021-05-26 12:00:00,2022-05-26 04:00:00,"645 MADISON STREET","BROOKLYN",60,3428859,1641,303,0,0,0,list(),NA
"Q00454716-I1",2022-01-20 12:00:00,2023-01-20 05:00:00,"5-17 47 ROAD","QUEENS",18,4436583,29,402,0,0,0,list(),NA
"M00932167-I1",2023-09-12 12:00:00,2024-05-26 04:00:00,"16 WEST   45 STREET","MANHATTAN",45,1034232,1260,NA,0,0,0,list(),NA
"X00001490-I1",2017-12-05 12:00:00,2018-04-11 12:00:00,"960 PROSPECT AVENUE","BRONX",109,2813599,2690,202,0,0,0,list(),NA
"M00023213-I1",2018-03-01 12:00:00,2018-05-08 12:00:00,"558 WEST 161 STREET","MANHATTAN",119,1062851,2119,112,0,0,0,list(),NA
"Q00234641-I1",2019-09-26 12:00:00,2020-09-26 04:00:00,"20-47 NAMEOKE STREET","QUEENS",71,4442307,15537,414,0,0,0,list(),NA
"M00352140-I1",2020-05-28 12:00:00,2021-04-01 12:00:00,"1215 1 AVENUE","MANHATTAN",23,1085183,1440,108,0,0,0,list(),NA
"Q00102200-I1",2018-11-27 12:00:00,2019-11-27 12:00:00,"11-12 154 STREET","QUEENS",74,4443360,4538,407,0,0,0,list(),NA
"B00558637-I1",2021-07-26 12:00:00,2022-03-31 04:00:00,"1104 SURF AVENUE","BROOKLYN",50,3245154,8696,313,0,0,0,list(),NA
"B00806492-I1",2023-01-03 12:00:00,2023-07-21 04:00:00,"1415 52 STREET","BROOKLYN",69,3138438,5657,312,0,0,0,list(),NA
"M00546900-I1",2021-07-13 12:00:00,2022-07-13 04:00:00,"280 EAST HOUSTON STREET","MANHATTAN",58,1091738,397,103,0,0,0,list(),NA
"B00791351-I1",2022-08-11 12:00:00,2023-08-11 04:00:00,"5003 5 AVENUE","BROOKLYN",7,3013306,792,307,0,0,0,list(),NA
"X00031929-I1",2019-06-27 12:00:00,2020-09-30 01:00:00,"802 EAST 165 STREET","BRONX",34,2004840,2669,203,0,0,0,list(),NA
"B00431009-I1",2020-11-23 12:00:00,2021-11-23 05:00:00,"1103 AVENUE N","BROOKLYN",53,3180774,6740,314,0,0,0,list(),NA
"M00025958-I1",2018-08-17 12:00:00,2019-08-17 12:00:00,"79 GANSEVOORT STREET","MANHATTAN",111,1087235,8224,102,0,0,0,list(),NA
"Q00294905-I1",2020-02-05 12:00:00,2021-02-05 05:00:00,"36-43 31 STREET","QUEENS",111,4007919,600,401,0,0,0,list(),NA
"B00416126-I1",2021-03-31 12:00:00,2022-03-31 04:00:00,"322 GREENE AVENUE","BROOKLYN",28,3817138,1967,303,0,0,0,list(),NA
"X00914399-I1",2023-08-11 12:00:00,2024-05-22 04:00:00,"1429 LONGFELLOW AVENUE","BRONX",36,2010832,2999,203,0,0,0,list(),NA
"B00286036-I1",2022-01-04 12:00:00,2023-01-04 05:00:00,"24 BARTLETT STREET","BROOKLYN",6,3429096,2272,301,0,0,0,list(),NA
"B00665574-I1",2023-01-17 12:00:00,2024-01-17 05:00:00,"169 EMPIRE BOULEVARD","BROOKLYN",80,3034498,1307,309,0,0,0,list(),NA
"B00908732-I1",2023-07-26 12:00:00,2023-10-09 04:00:00,"733 58 STREET","BROOKLYN",65,3429146,850,307,0,0,0,list(),NA
"M00404064-I1",2020-09-25 12:00:00,2021-09-25 04:00:00,"160 EAST 125 STREET","MANHATTAN",20,1087605,1773,111,0,0,0,list(),NA
"X00838233-I1",2023-03-06 12:00:00,2023-06-27 04:00:00,"229 WEST KINGSBRIDGE ROAD","BRONX",48,2015686,3256,208,0,0,0,list(),NA
"X00889994-I1",2023-06-23 12:00:00,2024-06-23 04:00:00,"947 SHERIDAN AVENUE","BRONX",78,2814313,2461,204,0,0,0,list(),NA
"B00037368-I1",2018-04-26 12:00:00,2019-04-26 12:00:00,"41 BLUE SLIP","BROOKLYN",50,3418262,2472,301,0,0,0,list(),NA
"B00174164-I1",2019-06-04 12:00:00,2020-03-31 12:00:00,"80 FLATBUSH AVENUE","BROOKLYN",13,3000601,174,302,0,0,0,list(),NA
"B08033524-I1",2022-11-04 12:00:00,2023-11-04 04:00:00,"60 CEDAR STREET","BROOKLYN",5,3429267,3232,304,0,0,0,list(),NA
"B00076596-I1",2019-06-28 12:00:00,2020-12-31 12:00:00,"1158 MCDONALD AVENUE","BROOKLYN",24,3129564,5464,312,0,0,0,list(),NA
"B00810625-I1",2023-01-11 12:00:00,2024-01-11 05:00:00,"76 CONGRESS STREET","BROOKLYN",11,3335987,299,306,0,0,0,list(),NA
"B00875526-I1",2023-07-20 12:00:00,2024-06-27 04:00:00,"80 LINDEN BOULEVARD","BROOKLYN",8,3116741,5087,317,0,0,0,list(),NA
"B00809886-I1",2023-01-19 12:00:00,2024-01-19 05:00:00,"2602 PITKINS AVENUE","BROOKLYN",13,3094942,4228,305,0,0,0,list(),NA
"B00765399-I1",2022-07-12 12:00:00,2022-08-30 04:00:00,"1644 NEW YORK AVENUE","BROOKLYN",67,3428873,7560,317,0,0,0,list(),NA
"B00139297-I1",2020-03-19 12:00:00,2021-03-19 04:00:00,"237 HALSEY STREET","BROOKLYN",1,3338720,1840,303,0,0,0,list(),NA
"B00794360-I1",2022-09-08 12:00:00,2023-03-17 04:00:00,"482 SNEDIKER AVENUE","BROOKLYN",35,3252630,3816,305,0,0,0,list(),NA
"B00703642-I1",2022-03-23 12:00:00,2023-03-23 04:00:00,"278 FRANKLIN STREET","BROOKLYN",1,3063730,2487,301,0,0,0,list(),NA
"M00110985-I1",2019-04-01 12:00:00,2020-08-06 12:00:00,"4263 BROADWAY","MANHATTAN",87,1064411,2180,112,0,0,0,list(),NA
"M07997139-I1",2022-09-01 12:00:00,2023-06-27 04:00:00,"255 EAST 39 STREET","MANHATTAN",28,1091788,920,106,0,0,0,list(),NA
"X00706632-I1",2022-03-29 12:00:00,2023-03-29 04:00:00,"2980 3 AVENUE","BRONX",14,2001181,2363,201,0,0,0,list(),NA
"M00677176-I1",2022-02-10 12:00:00,2023-02-10 05:00:00,"155 WEST   29 STREET","MANHATTAN",6,1091717,805,105,0,0,0,list(),NA
"B00238176-I1",2020-02-11 12:00:00,2021-02-11 05:00:00,"447 VANDERBILT AVENUE","BROOKLYN",11,3332858,1960,302,0,0,0,list(),NA
"M00013110-I1",2018-03-27 12:00:00,2019-03-27 12:00:00,"11 EAST 75 STREET","MANHATTAN",12,1041687,1390,108,0,0,0,list(),NA
"M00807543-I1",2023-01-06 12:00:00,2023-12-19 05:00:00,"421 EAST   26 STREET","MANHATTAN",100,1087242,962,106,0,0,0,list(),NA
"X00017185-I1",2018-03-01 12:00:00,2019-03-01 12:00:00,"770 EAST 176 STREET","BRONX",17,2010018,2953,206,0,0,0,list(),NA
"Q00264356-I1",2020-01-17 12:00:00,2021-01-17 05:00:00,"50-43 97 PLACE","QUEENS",4,4046824,1890,404,0,0,0,list(),NA
"X00348548-I1",2020-07-01 12:00:00,2021-07-01 04:00:00,"909 EAST TREMONT AVENUE","BRONX",56,2013117,3121,206,0,0,0,list(),NA
"M00627646-I1",2023-07-26 12:00:00,2024-05-26 04:00:00,"1152 2 AVENUE","MANHATTAN",151,1044223,1435,108,0,0,0,list(),NA
"M00317781-I1",2021-06-01 12:00:00,2022-06-01 04:00:00,"30 THOMPSON STREET","MANHATTAN",56,1007107,476,102,0,0,0,list(),NA
"X00714602-I1",2022-04-08 12:00:00,2023-04-08 04:00:00,"76 WEST  170 STREET","BRONX",127,2003101,2506,204,0,0,0,list(),NA
"B00003175-I1",2018-01-04 12:00:00,2018-04-03 12:00:00,"908 BERGEN STREET","BROOKLYN",32,3028298,1149,308,0,0,0,list(),NA
"M00317750-I1",2021-05-19 12:00:00,2022-05-19 04:00:00,"32 THOMPSON STREET","MANHATTAN",57,1007108,476,102,0,0,0,list(),NA
"B00245161-I1",2019-10-24 12:00:00,2020-07-20 12:00:00,"1112 38 STREET","BROOKLYN",37,3122984,5290,312,0,0,0,list(),NA
"X00009954-I1",2019-12-27 12:00:00,2020-12-27 05:00:00,"443 EAST 162 STREET","BRONX",123,2001528,2384,203,0,0,0,list(),NA
"Q00264774-I1",2019-11-21 12:00:00,2020-11-21 05:00:00,"36-31 31 STREET","QUEENS",14,4623114,600,401,0,0,0,list(),NA
"M00334503-I1",2022-04-04 12:00:00,2023-04-04 04:00:00,"100 FAIRVIEW AVENUE","MANHATTAN",62,1090861,2170,112,0,0,0,list(),NA
"M00509374-I1",2023-07-05 12:00:00,2024-07-05 04:00:00,"308 EAST  106 STREET","MANHATTAN",46,1089057,1677,111,0,0,0,list(),NA
"X00963477-I1",2023-11-16 12:00:00,2024-05-26 04:00:00,"1349 COMMONWEALTH AVENUE","BRONX",51,2830528,3874,NA,0,0,0,list(),NA
"Q00072115-I1",2018-08-21 12:00:00,2018-09-01 12:00:00,"9-28 MAIN AVENUE","QUEENS",28,4005548,507,401,0,0,0,list(),NA
"B00631079-I1",2021-11-17 12:00:00,2022-11-17 05:00:00,"821 WILLOUGHBY AVENUE","BROOKLYN",58,3831229,1589,303,0,0,0,list(),NA
"M00139290-I1",2019-03-15 12:00:00,2020-08-06 12:00:00,"355 GRAND STREET","MANHATTAN",20,1090677,310,103,0,0,0,list(),NA
"B00093823-I1",2019-12-19 12:00:00,2020-09-30 12:00:00,"29 WYTHE AVENUE","BROOKLYN",1,3061522,2279,301,0,0,0,list(),NA
"B00300680-I1",2022-05-31 12:00:00,2023-05-31 04:00:00,"249 EVERGREEN AVENUE","BROOKLYN",5,3428945,3243,304,0,0,0,list(),NA
"B00322665-I1",2020-02-27 12:00:00,2021-02-27 05:00:00,"2718 FULTON STREET","BROOKLYN",14,3815618,3673,305,0,0,0,list(),NA
"M00214022-I1",2019-08-27 12:00:00,2019-09-30 12:00:00,"300 EAST 41 STREET","MANHATTAN",49,1090732,1333,106,0,0,0,list(),NA
"B00349250-I1",2020-11-06 12:00:00,2021-05-29 12:00:00,"2969 CONEY ISLAND AVENUE","BROOKLYN",6,3246889,8761,315,0,0,0,list(),NA
"Q00593224-I1",2021-10-06 12:00:00,2022-10-06 04:00:00,"44-36 DOUGLASTON PARKWAY","QUEENS",39,4862392,8092,411,0,0,0,list(),NA
"X00388555-I1",2020-08-27 12:00:00,2021-08-27 04:00:00,"291 EAST 161 STREET","BRONX",53,2001944,2421,204,0,0,0,list(),NA
"X00026479-I1",2020-12-15 12:00:00,2021-05-14 12:00:00,"556 BERGEN AVENUE","BRONX",32,2801098,2294,201,0,0,0,list(),NA
"B00916997-I1",2023-08-14 12:00:00,2024-08-14 04:00:00,"2322 WEST    7 STREET","BROOKLYN",15,3853721,7166,313,0,0,0,list(),NA
"B08032496-I1",2022-11-10 12:00:00,2023-04-01 12:00:00,"145 WOLCOTT STREET","BROOKLYN",1,3008588,574,306,0,0,0,list(),NA
"B00564236-I1",2022-09-13 12:00:00,2023-04-01 04:00:00,"816 58 STREET","BROOKLYN",12,3428882,5700,312,0,0,0,list(),NA
"B00732776-I1",2022-05-12 12:00:00,2023-05-12 04:00:00,"571 CLASSON AVENUE","BROOKLYN",6,3422389,2016,303,0,0,0,list(),NA
"X00647276-I1",2021-12-14 12:00:00,2022-12-14 05:00:00,"4435 WHITE PLAINS ROAD","BRONX",45,2829028,5069,212,0,0,0,list(),NA
"B00760223-I1",2022-06-22 12:00:00,2023-06-22 04:00:00,"82 4 AVENUE","BROOKLYN",41,3006003,389,302,0,0,0,list(),NA
"Q00817292-I1",2023-01-30 12:00:00,2024-01-30 05:00:00,"126-40 NORTHERN BOULEVARD","QUEENS",18,4045015,1820,407,0,0,0,list(),NA
"M00069603-I1",2018-12-19 12:00:00,2019-12-19 12:00:00,"1514 1 AVENUE","MANHATTAN",1,1050344,1559,108,0,0,0,list(),NA
"B00747754-I1",2022-06-24 12:00:00,2023-06-24 04:00:00,"197 9 STREET","BROOKLYN",11,3022044,1003,306,0,0,0,list(),NA
"B00880327-I1",2023-06-13 12:00:00,2023-12-31 05:00:00,"15 HUDSON AVENUE","BROOKLYN",1,3842240,6,302,0,0,0,list(),NA
"M00801461-I1",2023-01-07 12:00:00,2024-01-07 05:00:00,"419 9 AVENUE","MANHATTAN",43,1012847,731,104,0,0,0,list(),NA
"B00312642-I1",2020-02-19 12:00:00,2021-02-19 05:00:00,"1259 BEDFORD AVENUE","BROOKLYN",2,3053702,1860,303,0,0,0,list(),NA
"B00741721-I1",2023-08-29 12:00:00,2024-01-06 12:00:00,"162 COVERT STREET","BROOKLYN",13,3079253,3423,304,0,0,0,list(),NA
"Q00025898-I1",2018-07-03 12:00:00,2019-07-03 12:00:00,"45-07 COURT SQUARE","QUEENS",9,4000696,81,402,0,0,0,list(),NA
"B00024551-I1",2023-02-10 12:00:00,2024-02-10 05:00:00,"822 59 STREET","BROOKLYN",15,3140850,5707,312,0,0,0,list(),NA
"B00481028-I1",2022-04-11 12:00:00,2023-04-11 04:00:00,"229 WITHERS STREET","BROOKLYN",65,3070073,2866,301,0,0,0,list(),NA
"X00485856-I1",2021-03-30 12:00:00,2021-06-10 04:00:00,"2017 GRAND CONCOURSE","BRONX",90,2007695,2808,205,0,0,0,list(),NA
"B00473896-I1",2022-06-22 12:00:00,2023-02-03 05:00:00,"233 TOMPKINS AVENUE","BROOKLYN",2,3049809,1786,303,0,0,0,list(),NA
"B07996453-I1",2022-09-19 12:00:00,2023-09-19 04:00:00,"352 WALLABOUT STREET","BROOKLYN",14,3428984,2265,301,0,0,0,list(),NA
"Q08041909-I1",2023-07-12 12:00:00,2024-05-26 04:00:00,"8-29 ASTORIA BOULEVARD","QUEENS",18,4616337,509,401,0,0,0,list(),NA
"Q00413719-I1",2020-11-10 12:00:00,2021-02-16 12:00:00,"31-27 CRESCENT STREET","QUEENS",41,4007111,579,401,0,0,0,list(),NA
"Q00418332-I1",2020-10-23 12:00:00,2021-10-23 04:00:00,"124-10 ROCKAWAY BOULEVARD","QUEENS",43,4617915,11746,410,0,0,0,list(),NA
"B00462950-I1",2021-03-16 12:00:00,2022-03-16 04:00:00,"2320 CONEY ISLAND AVENUE","BROOKLYN",9,3329360,7112,315,0,0,0,list(),NA
"M00220274-I1",2019-09-10 12:00:00,2020-09-10 04:00:00,"10 WEST 55 STREET","MANHATTAN",44,1034802,1270,105,0,0,0,list(),NA
"M00537343-I1",2022-03-25 12:00:00,2023-03-17 04:00:00,"650 EAST    6 STREET","MANHATTAN",133,1091633,387,103,0,0,0,list(),NA
"Q00036038-I1",2018-04-18 12:00:00,2018-08-08 12:00:00,"13-01 NAMEOKE AVENUE","QUEENS",22,4297948,15536,414,0,0,0,list(),NA
"X00372813-I1",2021-07-20 12:00:00,2022-07-20 04:00:00,"3165 VILLA AVENUE","BRONX",44,2017657,3322,207,0,0,0,list(),NA
"M00002868-I1",2017-12-13 12:00:00,2018-04-01 12:00:00,"79 ELDRIDGE STREET","MANHATTAN",29,1084616,306,103,0,0,0,list(),NA
"X00721446-I1",2022-04-21 12:00:00,2023-04-21 04:00:00,"779 BURKE AVENUE","BRONX",26,2130712,4603,212,0,0,0,list(),NA
"M00128745-I1",2019-08-05 12:00:00,2020-08-06 12:00:00,"323 EAST 61 STREET","MANHATTAN",113,1088774,1436,108,0,0,0,list(),NA
"Q00759387-I1",2022-06-27 12:00:00,2023-03-31 12:00:00,"141-15 CHERRY AVENUE","QUEENS",65,4117166,5186,407,0,0,0,list(),NA
"M00019036-I1",2018-04-13 12:00:00,2019-04-13 12:00:00,"1113 LEXINGTON AVENUE","MANHATTAN",153,1043226,1412,108,0,0,0,list(),NA
"B00957176-I1",2023-11-02 12:00:00,2024-09-15 04:00:00,"714 39 STREET","BROOKLYN",10,3017891,915,NA,0,0,0,list(),NA
"X00355749-I1",2022-06-29 12:00:00,2023-06-27 04:00:00,"651 JEFFERSON PLACE","BRONX",72,2115573,2935,203,0,0,0,list(),NA
"Q08048928-I1",2022-12-20 12:00:00,2023-12-20 05:00:00,"10-20 BORDEN AVENUE","QUEENS",7,4624047,37,402,0,0,0,list(),NA
"B00260385-I1",2020-10-20 12:00:00,2021-04-06 12:00:00,"664 KOSCIUSZKO STREET","BROOKLYN",27,3426467,3252,304,0,0,0,list(),NA
"M00533325-I1",2021-06-15 12:00:00,2022-03-01 05:00:00,"121 EAST   27 STREET","MANHATTAN",14,1090208,883,105,0,0,0,list(),NA
"X00969781-I1",2023-12-11 12:00:00,2024-06-01 12:00:00,"2187 RYER AVENUE","BRONX",54,2013712,3157,NA,0,0,0,list(),NA
"M08033515-I1",2022-11-04 12:00:00,2023-11-04 04:00:00,"185 EAST  109 STREET","MANHATTAN",33,1091740,1637,111,0,0,0,list(),NA
"B00935104-I1",2023-09-21 12:00:00,2024-06-27 04:00:00,"1256 38 STREET","BROOKLYN",27,3429106,5294,NA,0,0,0,list(),NA
"B00880104-I1",2023-06-10 12:00:00,2024-06-10 04:00:00,"1656 42 STREET","BROOKLYN",30,3429385,5380,312,0,0,0,list(),NA
"X08041840-I1",2023-07-12 12:00:00,2024-06-27 04:00:00,"581 AUSTIN PLACE","BRONX",83,2004136,2603,202,0,0,0,list(),NA
"X00841096-I1",2023-03-10 12:00:00,2024-03-10 01:00:00,"160 VAN CORTLANDT PARK SOUTH","BRONX",150,2016216,3271,208,0,0,0,list(),NA
"Q00330481-I1",2020-04-10 12:00:00,2021-04-10 04:00:00,"38-15 9 STREET","QUEENS",26,4005399,475,401,0,0,0,list(),NA
"B00568821-I1",2021-08-27 12:00:00,2022-02-13 05:00:00,"261 PROSPECT AVENUE","BROOKLYN",79,3024216,1053,307,0,0,0,list(),NA
"X00918601-I1",2023-08-15 12:00:00,2024-01-06 05:00:00,"587 GERARD AVENUE","BRONX",1,2001143,2354,204,0,0,0,list(),NA
"X00820465-I1",2023-01-31 12:00:00,2023-12-19 05:00:00,"2481 CROTONA AVENUE","BRONX",87,2012603,3091,206,0,0,0,list(),NA
